"","final_title","final_hit","filter_url","contentlist"
"102","어제 점심을 올반프리미엄에서 먹었습니다","857","https://www.clien.net/service/board/park/14749664?od=T31&po=3&category=&groupCd=community","      개인수업 마쳤던곳이 고속터미널쪽이라 수업 마치고   집에가는길에 올반을 보는 순간 땡겨서 들어갔네요   가격이 다소 높은편이긴한데 그나마 주중 점심시간이라   25900원에 먹을수 있었습니다      우선 한식 특히 고기류쪽이라 마음에 들었고   음식맛이 생각보다 괜찮았습니다   생각 같아서는 더 많이 먹고 싶었는데 부페 갈때마다   느끼는거지만(나이들고) 괜히 본전뽑는다고 과식하면   나중에 고생해서 이제는 적당히 배부르면 더 욕심내지는   않게되네요      계절밥상 저녁때 가봤던가격이랑 비슷한 수준인데   올반이 훨씬 나아보이네요   제가 가끔 먹는거 욕심낼때 두개 요리 시켜먹으면   16000원정도는 나오기때문에 다양한 음식   먹는다는셈치고 부페먹으면 그다지 나쁘지는   않더라고요(제가 한가지 음식에 만족 못하는지라)   그래도 음식맛은 2만원대 부페치고는 나쁘지   않아서 괜찮았습니다   다음에 고기가 땡기면 괜히 일반식당가서 먹느니   이곳을 다시 찾을까도 고려중이네요^^      월요일 점심시간대(1시에서 2시사이) 진짜 사람없네요   그 넓은 홀이 거의 텅텅 비었습니다   저 포함해서 4~5 개 테이블정도??   타인피해서 넓직하게 앉을수 있어서 좋았고요   고기를 많이 먹는 바람에 갈치맛이 어떤지   유산슬맛이 어떤지 확인 못한것이 아쉬웠네요   특히 꿔바로우(다른곳과 달리 부먹입니다)가 맛있다고   하던데 이것도 맛을 못봤네요 ㅠㅠ   다른곳도 마찬가지로 이상하게 과일쪽이 먹을만한게   없어서 아쉬웠고 그다지 선택할게 많지는 않았지만   개인적으로 계절밥상이나 자연별곡보다는 개인적으로   더 나았습니다(뭐 이건 호불호라...)            "
"103","열린당은 공천후보 순위투표 방식이 문제같네요.","1656","https://www.clien.net/service/board/park/14749662?od=T31&po=3&category=&groupCd=community","         투표권을 남자 1명 여자 1명 뽑도록 했는데 각각 2~3개 씩은 줬어야지 공정한 순위가 나왔을겁니다.      인기가 많은 1~5순위 후보에 표가 몰빵되버리니 뒷 쪽 순위는 특정 집단이 밀어주는 사람이 쉽게 올라올 수 밖에 없어요.      손고모님께서도 공천 준비할 때 말씀하셨었죠.   입당하기 전부터 당 내에는 자신이 알지 못하는 호남의 토착세력이 자리잡고 있었고, 이런건 국민 투표의 힘으로 뒤로 밀어내야한다고..   느닷없이 인지도도 떨어지는 분탕러가 끼어든 이유가 바로 여기에 있다고 봅니다.      그 사람을 뒤로 밀어내기에 투표권이 너무 부족했어요.   하지만 손고모님이 믿어달라고 하신만큼 믿고 가겠습니다.   끝까지 힘내주세요.   "
"104","열린민주당 믿을 수 있나요?","3483","https://www.clien.net/service/board/park/14749661?od=T31&po=3&category=&groupCd=community","      갠적으로 최강욱, 황희석 또 김성회 세 분 그리고 총선후 민주당과 합당 이것때문에 지지하게된 이유인데요      솔직히 합당 부분은 의심이 됩니다   최강래 최강시사 지금 방송에서 손고모께서 합당은 그때 가봐야된다네요   그외 정치인들도 합당이 쉬운게 아니라고도 하고요   총수가 구지 열린당 언급안한 이유도 그렇고요      손고모는 믿지만 봉주는 글쎄요 싶네요   "
"105","어디 간잽이 고등학교라도 있나봐요","1017","https://www.clien.net/service/board/park/14749660?od=T31&po=3&category=&groupCd=community","      서정성? 첨 들어보는데   조직표는 또 가지고   열린민주당에 기웃거린거였군요..   참..   간잽이는 어디에나 있군요   "
"106","터키 코로나 바이러스 현황 (03.24)","2455","https://www.clien.net/service/board/park/14749659?od=T31&po=3&category=&groupCd=community","                                          날짜      누적확진자                03월 11일      1                03월 12일      2                03월 13일      　                03월 14일      　                03월 15일      6                03월 16일      18                03월 17일      47                03월 18일      98                03월 19일      191                03월 20일      359                03월 21일      670                03월 22일      947                03월 23일      1256                03월 24일      1549                  장난치는 것도 아니고, 뭐 이리 300명씩 딱딱 늘어나는 건지..      주변 눈치 보니 안 늘릴수는 없고.. 한 번에 늘리자니 나라 망할 것 같고..      이번 코로나19로 리더들의 수준이 바로바로 드러납니다.   "
"107","코로나19를 통해 알게된 것들.jpg","3948","https://www.clien.net/service/board/park/14749658?od=T31&po=3&category=&groupCd=community","          "
"108","아.... 7~8시 넘어가는 구간에 지하철 15분 간격이라면 너무한거 아닌가요...","1573","https://www.clien.net/service/board/park/14749657?od=T31&po=3&category=&groupCd=community","      3/23부터 적용된 1호선 시간표입니다         창동역 시간표인데 인천(특)을 빼면 일반열차 15분 간격...            미치겠네요      "
"109","엑스박스 원 코드프리 푸는 방법 있나요?","57","https://www.clien.net/service/board/kin/14749655?od=T31&po=3&category=&groupCd=community","       DVD플레이어로 쓰려고 엑스박스 원을 중고로 구입했는데.. 지역제한이 있어 일부 dvd가 재생이 안되네요.    이거 푸는 방법 있을까요?   "
"110","알리해킹 조심하세요.","2809","https://www.clien.net/service/board/park/14749654?od=T31&po=3&category=&groupCd=community","      털렸습니다. 제가 모르는사이에 결제하고 주소바꿔치기 시전을 하셨네요.      Name: souhail karrouti   Adress: res el hadika imm 4 n 6 sidi moumen casablanca   Country: morocco   city : casablanca   Zip code: 20640   Tele : 0626240204      혹시나해서 페북으로 이름 찾아보니 딱 한명 검색되고 카사블랑카에서 거주하네요 해킹해서 넷플릭스 계정 사고 다음날 넷플릭스 포스팅도 ㄸㄸ 그래서 개인정보 보여주면서 너냐니까 자기아니라고 하더니 욕쓰니까 자기 경찰이라면서 차단..   이색히 같은 나라도 아니라서 어떻게 못하고 답답합니다..   결제는 제 카드 확인중인데 다른 도용된 카드로 산거같네요.   암튼 조심하셔요      "
"111","대구시장님 표정","4690","https://www.clien.net/service/board/park/14749653?od=T31&po=3&category=&groupCd=community","                   선거날 다음에 주는데 선거에 영향 있는 거 아니냐고      기자가 물으니      저런 표정을 지으시며 답변하네요      보기 좋네요         Mbc 기사(mbc 빼고는 침묵)      하루가 급한데..""선거 업무 바빠 총선 이후 지원""      https://news.v.daum.net/v/20200323202816178   "
"112","권영X 저놈은 갈수록 건강해지는것 같습니다.","1556","https://www.clien.net/service/board/park/14749651?od=T31&po=3&category=&groupCd=community","      진짜 다른곳의 지자체장은 코로나 걱정에 잠도 들지 못할텐데      가장 크게 창궐한곳의 지자체장이라는 놈이 갈수록 피부가 좋아져요.   "
"113","모든 동물의 조상 화석을 찾았다는군요..","3600","https://www.clien.net/service/board/park/14749650?od=T31&po=3&category=&groupCd=community","         https://news.v.daum.net/v/20200324040016621      조상님을 이렇게 뵙게 되네요 ㄷㄷㄷ   "
"114","도쿄올림픽 코로나로 연기되면 안되는데..","1413","https://www.clien.net/service/board/park/14749649?od=T31&po=3&category=&groupCd=community","         방사능으로 500년 정도 연기 해야 되지 않겠습니까.            와놔 이자식들 방사능은 이번기회에 묻는거냐   https://news.v.daum.net/v/20200302215844604   "
"115","오태양 '민주당에 환멸…여당에 회초리가 필요하다' 광진을 출마","3828","https://www.clien.net/service/board/park/14749647?od=T31&po=3&category=&groupCd=community","      광진을, 고민정 전략공천 지역""더불어시민당, 연합정당 아닌 민주당의 위성정당""""민주당, 중도층 버리고 의석수 챙긴것""      https://news.naver.com/main/read.nhn?mode=LSD&amp;mid=sec&amp;sid1=100&amp;oid=277&amp;aid=0004648059      ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ      최배근 교수님이 왜 뒤통수 맞았다고 표현했는지 알만 하네요.   "
"116","[단독]한국산 '코로나 키트' 무조건 달라..'메이드인 코리아 꼭 표기","8239","https://www.clien.net/service/board/park/14749646?od=T31&po=3&category=&groupCd=community","      ""다른 국가 제품 불량 많아""..유럽서 한국산 구매 요청 쇄도미국서도 FDA가 직접 긴급사용승인 요청하기도         메이드 인 코리아가 좋죠   "
"117","N번방 25살 성폭행범 경찰 오늘 신상공개 여부 결정","3297","https://www.clien.net/service/board/park/14749645?od=T31&po=3&category=&groupCd=community","      고유정처럼 뉴스에 마스크 벗고 나오겠군요.   근데 이 놈은 고유정이랑 동급 아닐까요?   https://n.news.naver.com/article/015/0004312007?sid=102   "
"118","와우 대구 시장 치맥 축제라니 역시 현명하네요","3204","https://www.clien.net/service/board/park/14749644?od=T31&po=3&category=&groupCd=community","      시장님 덕분에 죽어가던 서민들이   새로운 성장을 꿈꿀 수 있게 되었습니다.   꼭열심히해서 다시한번 붐업을 이끌겠습니다.   -by 코로나 바이로스            다른덴 몰라도 대구는 8월까진 진정이 안될건데요.. 그것도 바이러스 전파에 최적화된 먹는 축제라니..      "
"119","미카미 유아가 매운 야키소바를 먹는 영상","2906","https://www.clien.net/service/board/park/14749643?od=T31&po=3&category=&groupCd=community","                   페양그에서 나온 저 지옥맛 야키소바...      MAX END 이후에 나온 진짜 매운 야키소바라는데      한국인이 먹어도 매운맛이라고 하더군요.      먹자마자 매운맛이 올라온다는거 보면 캡사이신을 엄청 넣은듯 합니다.      보통 핵불닭볶음면 같이 슬슬 올라오는 느낌과는 다른...               오사카에 사는 한국인 유튜버의 지옥맛 야키소바 먹기             "
"120","한남자의 이번달 스케쥴..","2018","https://www.clien.net/service/board/park/14749642?od=T31&po=3&category=&groupCd=community","      빽빽하네요.... 주말에 표기 안되있지만 마냥 쉬셨겠어요      지금도 긴급재난소득으로 엄청난 고뇌중이실듯               "
"121","하루하나 좋은 글","94","https://www.clien.net/service/board/image/14749640?od=T31&po=4&category=&groupCd=community","      네가 좋아하는 일을 직업으로 삼아라,   그러면, 노동을 할 필요가 없을 것이다.   만약 좋아하는 일을 직업으로 삼았는데   지금하는일이 노동으로 느껴진다면   결과의 달콤한만을 기대했거나   타인의 길을 따라갔거나   좋아한다고 착각하고 있었을 것이다.   "
"122","대구시장 : 긴급자금 이지만 긴급하지 않게 지급합니다","3458","https://www.clien.net/service/board/park/14749638?od=T31&po=4&category=&groupCd=community","      ???         설명을 들어도 모르겠네요   "
"123","코로나 검사 결과","5531","https://www.clien.net/service/board/park/14749637?od=T31&po=4&category=&groupCd=community","      지난주 입국해서   행여나 가족들과 지인들에게 민폐가 될까   자가격리 차원에서   지방 사무실에서 먹고 자고 했는데   목욕탕도 가고 싶고   인스탄트 음식말고도 먹고 싶었는데...      마음속에 불안한 감이 있다보니   호흡기쪽 문제가 느껴지는 생각도 들고해서   도저히 못참고 어제 검사를 받았습니다.      어젯밤을 설치며   검사 결과가 나오길 기다렸는데...      세상이 환하게 느껴집니다.      어제 검사 관련자분들에게 초콜릿 돌렸는데   ㅎㅎ 선물 받은 느낌입니다^^      대한민국 관계자 여러분...   그리고 성숙힌 시민 여러분 감사합니다^^         "
"124","SK해외망 진짜 엉망이네요;;;","1078","https://www.clien.net/service/board/park/14749636?od=T31&po=4&category=&groupCd=community","      넷플릭스를 안보는지라...   최근 클리앙에 SK해외망 성토가 올라와도 그러려니...했는데...      어제 8시쯤 이베이를 들어가니....   이베이 사진이 안떠요 ㅋㅌㅋㅌ 미친.....      동영상도 아니고 사진이 안뜨면 이건 모뎀 시절도 아니고...-0-      갑자기 SK 망 상태가 안좋아진건지....   아니면 우리나라 사람들이 집에서 해외망을 와장창 쓰게 된건지...      원인은 모르겠지만 너무하네요...   하루 마무리 하면서 이베이 들락거리는게 인생의 유일한 낙인데...T_T         "
"125","춘장 장모님 사건은 잊혀질까요?","1559","https://www.clien.net/service/board/park/14749635?od=T31&po=4&category=&groupCd=community","      n번 방. 중요한 사건 맞습니다.    싹 다 잡아야죠.          그런데 말입니다.       장모님 사건도 중요합니다.       설마. 장모님을 덮기위한 검레기와 기더기들의 기가 막힌 공조는 아니겠죠?      장모님 사건. 잘 Yuji해야합니다.   /Vollago   "
"126","일팍애들이 요즘 밀고있는 단어","2289","https://www.clien.net/service/board/park/14749634?od=T31&po=4&category=&groupCd=community","      조주빈보고 '진보일베'랍니다          ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ        진짜 얘네보면 대가리 깨진 정도가 아니라 짓뭉개진듯..   "
"127","경제악재에 사회적 거리두기 완화 몸달은 트럼프…행정부내 충돌","1036","https://www.clien.net/service/board/park/14749633?od=T31&po=4&category=&groupCd=community","      보건당국자들은 '시기상조' 이견 파열음…가이드라인 '15일 기한' 이후 진로 주목연령대별 단계적 복귀·'핫스팟주 예외적용' 방안 등 검토""트럼프, 여름까지 미국 '셧다운' 생각에 짜증""         '미국의 셧다운은 언제까지 이어질 것인가'      도널드 트럼프 미국 대통령이 신종 코로나바이러스 감염증(코로나19) 확산과 관련, '사회적 거리 두기' 완화 쪽에 마음을 두고 있는 모양새이다. 재선 가도에서 경제 충격파 최소화가 '발등의 불'로 떨어지면서다.      그러나 보건 당국자들을 중심으로 시기상조라는 반론이 제기되면서 행정부 내부에서 파열음이 빚어지고 있다. 이에 따라 트럼프 대통령이 지난 16일 직접 발표한 '코로나19 가이드라인'의 15일 기한이 끝나는 오는 30일 이후의 정책 진로에 관심이 쏠린다.      워싱턴포스트(WP)는 23일(현지시간) 트럼프 대통령이 연방 보건 당국자들의 권고에도 불구, 코로나19 억제 조치를 축소하고 경제를 재개하는 방안을 저울질하고 있다고 여러 명의 소식통을 인용해 보도했다.      WP는 '사회적 거리두기' 제한 완화는 앤서니 파우치 미 국립보건원 산하 국립알레르기·전염병 연구소(NIAID) 소장을 비롯한 고위 보건 당국자들의 내부 경고를 무효화하는 셈이 될 것이라고 지적했다.      앞서 트럼프 대통령은 전날 밤 트윗을 통해 ""우리는 문제 그 자체보다 치료가 더 나쁘게 할 수는 없다""면서 ""15일이 끝날 때 어느 쪽으로 갈지 결정을 내릴 것""이라고 언급한 바 있다.      WP에 따르면 파우치 소장 등 보건 전문가들은 행정부 당국자 및 공화당 의원들을 상대로 때 이른 '사회적 거리 두기' 완화 조치는 바이러스를 둔화시키려는 노력에 저해될 것이며 병원들을 초토화할 것이라고 경고해왔다고 한다.      그러나 상원 국토 안보위원장인 공화당 론 존슨 의원과 팻 투미 상원의원 등이 의회 내에서 경제활동 재개 요구를 견인해왔고, 스티븐 무어, 아서 래퍼 등 보수 성향 경제학자들이 지난 일주일여간 레스토랑과 상점, 그 외 모임 장소에 대한 폐쇄 조치 완화를 강력히 건의하며 백악관을 상대로 '로비'를 벌여왔다는 것이다. 월스트리트의 대표적 인사들과 보수언론계 인사들도 가세하면서 트럼프 대통령에 대한 압박도 가중되고 있다고WP는 전했다.      래리 커들로 백악관 국가경제위원회(NEC) 위원장, 스티븐 므누신 재무장관, 백악관 예산관리국(OMB) 당국자들도 조속한 경제 정상화를 주장하는 것으로 알려졌다.      트럼프 대통령은 실업률 급증과 극심한 경기 위축이 재선에 미칠 악영향에 대해 염려하고 있으며, 향후 조치를 놓고 안팎으로 자문을 구하기 시작했다고WP가 한 행정부 고위 당국자를 인용해 보도했다.      트럼프 대통령은 곤두박질치는 주식 시장에 집착한 채 여름까지 미국이 셧다운 돼야 한다는 생각에 짜증이 나 있으며, 오로지 코로나바이러스에 관해서만 이야기하는 상황에 대해 점차 염증이 난 상태라고 한 인사가WP에 전했다.      CNN방송도 참모들의 전언을 인용, 트럼프 대통령이 15일 기한이 지난 뒤 가이드라인을 완화하고 싶어 안달이 나 있다고 보도했다. 그러나 자문 역할을 하는 보건 전문가들은 광범위한 가이드라인이 계속 유지돼야 한다는 주장을 견지하고 있다는 것이다.      이러한 역학관계는 나라의 건강 및 국민의 생명과 경제적 건전성이라는 '두마리 토끼' 사이에서 어떻게 하면 최적의 균형을 기할 수 있을지에 대한 격한 내부 논쟁을 불러일으켰다고 한다. 이미 트럼프 대통령 참모진 내부에서 15일 이후의 '진로'를 놓고 논의가 시작됐다고CNN은 전했다.      트럼프 대통령은 사람들을 일터로 복귀시키길 몹시 원하고 있지만, 그의 의료 참모들은 아직은 시기상조라고 맞서고 있다는 것이다.      미NBC방송도 '코로나바이러스 대응의 경제적 후과를 놓고 백악관 내에서 긴장이 태동하고 있다'는 제목의 기사에서 공중 보건상 이점 대비 '사회적 격리' 에 따른 막대한 경제적 비용을 따져보는 데 있어 미국이 얼마나 오랫동안 '셧다운'을 해야 할지를 놓고 트럼프 대통령과 그의 참모들, 그리고 공중보건 전문가들 사이에 긴장감이 형성되기 시작했다고 내부 균열 기류를 전했다.      특히 트럼프 대통령은 그동안 회의에서 여행 제한 조치와 관련, 이륙하지 않은 비행기들과 텅 빈 공항들이 보여주는 시각적 효과를 거론하며 경제를 더 침체시킬 수 있다는 우려를 제기했다고 한다.      '15일 기한' 이후 대응 수위와 관련,WP는 40세 이하 건강한 사람들이 정해진 날짜에 먼저 직장에 복귀한 뒤 40∼50세 연령대 등이 순차적으로 복귀하는 방식의 단계적 방안이 고려되고 있다고 보도했다.      CNN방송은 전체적으로는 가이드라인을 풀되 뉴욕, 캘리포니아, 워싱턴 주 등 코로나19 환자가 많이 발생한 '핫스팟' 주의 경우 연방지침과 별도로 자체 제한을 유지토록 하는 방안이 거론된다고 전했다.      NBC방송도 코로나19가 극심하게 강타한 주들에 대해 별도의 규정 및 제한을 적용하고 다른 주들에 대해선 일상 업무로 복귀하는 분리대응 방안이 가능한 선택지의 하나로 검토되고 있다고 보도했다.      그러나 공화당 내부에서도 완화 기류에 대한 반대 목소리가 나오고 있다. 친(親)트럼프계 공화당 중진인 린지 그레이엄 상원의원은 ""봉쇄 정책에 관한 경로 변경을 시사한다면 이는 중대한 실수가 될 것""이라고 경고했다.               진짜 미국은 돈도 많고 기술력도 좋고 전문가도 많지만   현대통령이 젤 문제..      "
"128","포퓰리즘 때문에 작살나고 있는","1406","https://www.clien.net/service/board/park/14749632?od=T31&po=4&category=&groupCd=community","      제 몸매...   위장에 대한 포퓰리즘은 언제쯤 멈출 수 있을까요.   "
"129","서정성 아오","1414","https://www.clien.net/service/board/park/14749631?od=T31&po=4&category=&groupCd=community","      역시 사쿠라는 철수네요   "
"130","속고 있던 일본 국민은 이 상황이 의아하겠군요.","5309","https://www.clien.net/service/board/park/14749630?od=T31&po=4&category=&groupCd=community","      야후재팬 등 일본 사이트 직접 들어가서 번역도 해보고 하니 실제 일본 언론의 분위기를 어느 정도 파악할 수 있습니다.   상당수의 일본인들이 정말로 자기들이 세계에서 제일 방역을 잘하고 있고 오히려 한국이 망하고 있다고 믿고 싶어하더군요.   그런데 그런 가짜뉴스 대부분이 한국 언론의 일본어판 뉴스를 토대로 합니다.   속고 있던 일본 사람들은 올림픽 연기가 현실화된 이런 상황을 어떻게 받아들일까요.   오늘 야후재팬 뉴스 타이틀을 보니 분위기 많이 안좋아졌군요. ㅎㅎ   조금전에 읽은 올림픽 연기 관련 기사에 보니'일본이 아무리 상황이 좋아도 외국에서 선수를 보내지 않으면 연기할 수 밖에 없지 않냐' 이러네요 ㅎㅎ   "
"131","한글로 촬영대본 출력시 어떻게 하면 좋을까요?","95","https://www.clien.net/service/board/kin/14749629?od=T31&po=4&category=&groupCd=community","       1분짜리 영상대본을 출력하려는데 여백줄이기에 더해서 어떻게 해야 보고 읽기 쉽게 출력할 수 있을까요? 한글로요!   "
"132","닭발 매니아의 생일 케잌","2294","https://www.clien.net/service/board/park/14749628?od=T31&po=4&category=&groupCd=community","                  사진만 봐도...입에 침이...   "
"133","또다시 불붙는 미통당 비대위 체제 제안?","723","https://www.clien.net/service/board/park/14749627?od=T31&po=4&category=&groupCd=community","      ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ   비대위원장 누구쓰게요?      홍준표? 김종인?      근데 비대위원장 데려올려면 공천 또 뒤집어야할텐데 ㅋㅋ         정규재 발로 저쪽에서 돌고 있다고 합니다   "
"134","올림픽 연기 되는 방향으로 가닥잡히니. 일본은 이제사 환자들 속속 나와네요.","3630","https://www.clien.net/service/board/park/14749625?od=T31&po=4&category=&groupCd=community","      거의 외출하지 않고 ""감염 경로 불명""... 아내와 둘이 살고있는 70 대 남성이 감염      교토시에서 새로 70 대 남성이 신종 코로나 바이러스에 감염된 것으로 나타났습니다   ..   남성은 아내와 둘이 생활에서 20 일 산책 한 이외는 거의 외출하지 않았습니다. 감염이 유행하는 지역으로 여행 경력도없고, 감염 경로는 불분명 교토시는 접촉자 등을 조사하고 있습니다.      도쿄에서 새롭게 16 명 감염 최다      신종 코로나 바이러스 감염자는 23 일 국내에서 새롭게 39 명 확인되었다      수도 봉쇄? 막을 수 있는지 도쿄 앞으로 2 주 동안 ""500 명 감염""      국가의 전문가로 만드는 대책반의 시산으로 앞으로 2 주 정도 도내의 감염자 수가 500 명 이상 증가 할 가능성이있는 것으로 나타났다.      어제까지 소강상태였언 발병기사가 조금씩 기지게를 켜네요   거긴 이제 검사 시작 발동을 걸듯.      "
"135","전기 면도기 어떤것을 구입?","155","https://www.clien.net/service/board/kin/14749624?od=T31&po=4&category=&groupCd=community","       두개 중에서 어떤 것을 살까하는데요.      하나는 절삭면이 둥근 것과   하나는 네모진 것.      네모진 것은 사용해봤는데 둥근게 편하지 않을까해서요.      혹시 둘다 사용해보시고 장단점을 말씀해주실 분 계실까요?      미리 감사드립니다.               "
"136","제 기준에서는 공천이 조금 껄끄럽네요","1198","https://www.clien.net/service/board/park/14749621?od=T31&po=4&category=&groupCd=community","      열린민주당도 더불어시민당도 제 기준에서는 왠 이상한 양반들이 끼어들어 있네요.      한번을 시원하게 안 가네요. ㅠ   뭐 투표 안 할 정도는 아니고요      어차피 둘중 하나 골라야하긴 하니까요.   생각해봐야겠네요.   "
"137","권영진 대구시장 '향후 경제 붐업 위해 치맥 축제만 남긴다'","3470","https://www.clien.net/service/board/park/14749620?od=T31&po=4&category=&groupCd=community","      권 시장은 23일 오전 대구시청에서 열린 코로나19 관련 정례브리핑에서 ""당초 외국인이 참여하는 행사는 모두 취소했지만 유일하게 치맥 축제를 남겼다""며 ""원래는 6월 말에서 7월 초에 열리지만 일단 예산은 삭감하지 않고 8월 말 또는 9월에 열지 검토 중이다. 붐업 행사를 위해 삭감하지 않았다""고 말했다.      ~~~~~~~~~~~~~~      악마긴 한데 좀 모자른 악마 같아요.   "
"138","갑자기 어금니가 아파오는 짤..jpg","5235","https://www.clien.net/service/board/park/14749618?od=T31&po=4&category=&groupCd=community","      사랑니를 뽑은지 어언 10년이 지났는데도..      제 어금니가 아파옵니다..ㅠ      "
"139","n번방과 장모... 제대로 수사하라 떡찰. 떡검아","1325","https://www.clien.net/service/board/park/14749614?od=T31&po=4&category=&groupCd=community","      사랑방 손님과 어머니가 아니다.      n번방 가입자와 검사 장모.. 이상한 관계들.   "
"140","&lt;열린민주, 서정성 후보 측 재투표 요구로 후보 인준 중앙위 파행&gt;","4760","https://www.clien.net/service/board/park/14749613?od=T31&po=4&category=&groupCd=community","      고일석   5분 ·      &lt;열린민주, 서정성 후보 측 재투표 요구로 후보 인준 중앙위 파행&gt;   열린민주당은 22~23일 이틀간 실시된 비례후보 순위 투표를 마치고 23일 저녁 중앙위 찬반투표로 인준할 예정이었으나 12번으로 지정된 서정성 후보 측 중앙위원들이 찬반투표가 아닌 순위투표를 하자고 주장, 중앙위는 끝내 인준을 마치지 못하고 산회했다.         THEBRIEFING.CO.KR열린민주, 서정성 후보 측 재투표 요구로 후보 인준 중앙위 파행 - 더브리핑   --------------   서 후보는 안철수 현 국민의당 대표의 수석보좌관 출신으로 2016년 총선 당시 후보 경선에서 탈락한 후 재경선을 요구하며 갈등을 일으킨 바 있다.   싫네요.   "
"141","나라팔아 먹어도 표준다는 사람의 심리는","2712","https://www.clien.net/service/board/park/14749612?od=T31&po=4&category=&groupCd=community","      무엇일까요?      사변 나자마자 도망가며 서울은 안전하다는 개소리 지껄였던 개독 대통령   쿠데타로 집권하고 시민 학살한 다까끼   518로 시민 학살한 다까끼 키즈 전대갈과 물태우   마 우리가남이가 완성한 아이에스   사자방으로 나라 거덜낸 쥐새끼   무당년에게 나라 넘겨준 닭      이런데도 계속 표준다는 사람들의 심리는 무엇일까요?      개 돼지라서 심리는 없는 것 일까요?   "
"142","악마의 얼굴은 따로 있지 않고, 다만 인간의 얼굴로 ...","1154","https://www.clien.net/service/board/park/14749611?od=T31&po=4&category=&groupCd=community","      악마의 얼굴은 따로 있지 않고, 다만 인간의 얼굴로 우리 앞에 불현듯 찾아오는 것이라고 생각합니다.      며칠 전 보았던 스페인 신부님의 거룩한 희생에서 신의 얼굴을 보았는데 N번방 사건을 보니 악마도 우리 옆에 인간의 얼굴을 하고 있었군요.    그것들은 인간이 아니라 이미 악마입니다.   "
"143","KBS청주 여론조사, -_-;;","4259","https://www.clien.net/service/board/park/14749608?od=T31&po=4&category=&groupCd=community","      23일 KBS청주가 한국갤럽에 의뢰해 진행한 청주 흥덕 선거구 여론조사 결과에 따르면 도 후보의 지지율이 44.7%를 기록해 정 후보(29.0%)를 15.7% 포인트를 앞섰다.      서원 선거구에서는 민주당 이장섭 후보와 통합당 최현호 후보의 지지율이 각각 30.4%, 29.2%로 접전을 벌였다.민주당을 탈당해 무소속 출마 의사를 밝힌 오제세 후보(13.1%)와 민생당 이창록(2.6%) 후보가 뒤를 이었다.            ...오제세 진짜..   "
"144","술 안하고 담배 안 하는 헬창에겐 헬스장 문 닫는건 가혹하네요 ㅜ","3553","https://www.clien.net/service/board/park/14749607?od=T31&po=4&category=&groupCd=community","      우선 정부의 헬스장 운영 중단 권고는 찬성하는데요.      담배도 끊고 술도 사실상 안하는 저에겐 헬스가 유일한 스트레스 해소처 였는데..새벽에 운영중단 권고를 보고 급우울 해졌습니다.      일부러 24시 헬스장 등록해서 사람 한 명도 없는 새벽 시간에 갔었는데..      기구는 해외 최상급인데 주변 싼마이 체인점에 밀려서 장사도 안되던 헬스장이어서 이번 권고 조치에 걱정이 되기도 하고.(없어지면 안돼)      헬스장 가는 길목에 20대 들이 많이 가는 유흥가 클럽을 지나치며..      저긴 부어라 마셔라 마스크도 안 쓰고 길에서 모르는 남정네랑 살벌하게 키스 하던 ㅊㅈ를 보고 ㅂㄷㅂㄷ 했네요 ㅠㅠ      저기야 말로 영업 무기한 정지 떄려야 하는데..헬스장은 좀만 유연하게 조치를 취해줬으면 속으로 생각했네요.      어쨌든 이 기회에 디로딩 기간이라 생각하고..쉬든가 해야 할텐데 주변 헬스장 일일권 알아 보고 있는 전 진성 헬창인지 하~      "
"145","세계 육상연맹이 연기 요청이면...끝난거죠","3181","https://www.clien.net/service/board/park/14749606?od=T31&po=4&category=&groupCd=community","      올림픽의 최대 규모가 육상인데   육상연맹에서 연기 요청...   캐나다 연기 요청이랑 차원이 다른 거라 게임은 끝난네요...   일본 거주중인데...   과연...   아베는 긴급사태선언을 할것인가..   이제 여기에 주목이 되네요   "
"146","펌) 그들이 꿈꾸는 세상 (어게인2015)","1990","https://www.clien.net/service/board/park/14749605?od=T31&po=4&category=&groupCd=community","          "
"147","올림픽 연기되었으니 이제 일본은","3545","https://www.clien.net/service/board/park/14749604?od=T31&po=4&category=&groupCd=community","         이제 환자수가 증가하겠네요      ㅉㅉ   "
"148","대중교통 타게되면 두리번 하게 됩니다.","1382","https://www.clien.net/service/board/park/14749601?od=T31&po=4&category=&groupCd=community","      예전엔 앉을 자리를 찾기 위해서.   지금은 주변에 마스크 안 쓴 사람 있을까봐.      조금만 노력하고 발품 팔면 마스크 구할 수 있는데, 게다가 사람들도 곱지 않게 쳐다보거나 피할텐데 즐기는 걸까요?   다른 사람들이 쓰니까 예방이 되서 나는 안한다?   여기에도 30%가 적용되는 것인지.... 답답해서 적어 봅니다.   "
